phase,start_s,end_s,xyz_points,actual_first_s,actual_last_s,observed_xyz_s,axis_mean_x_g,axis_mean_y_g,axis_mean_z_g,vector_ac_rms_mg,gap_count,overrun_count,saturated_count
normal_after,240,245,1036,240.000543186,244.996924879,207.14990639126898,-0.6270718146718145,-0.7125781853281837,0.09050936293436272,33.0686194719447,0,0,0
normal_after,245,250,1036,245.000623209,249.997965661,207.11008099630632,-0.627120752895752,-0.712627123552122,0.09065617760617736,33.126732519772176,0,0,0
normal_after,250,255,1036,250.001597732,254.997537185,207.16824327774734,-0.6273466216216212,-0.7125668918918914,0.09064111969111939,33.183279225289915,0,0,0
normal_after,255,260,1036,255.003148588,259.998296337,207.20107832790353,-0.6270416988416987,-0.7125367760617753,0.090189382239382,34.315830270998134,0,0,0
normal_after,260,265,1036,260.00199502,264.997503028,207.1861356928086,-0.626812065637065,-0.712694884169883,0.09060347490347467,33.47743620847702,0,0,0
normal_after,265,270,1036,265.003113894,269.997260941,207.24259623507237,-0.627086872586872,-0.7125330115830095,0.09009903474903456,33.41694700317957,0,0,0
normal_after,270,275,1036,270.00279464,274.997172205,207.23303084916049,-0.6270341698841694,-0.7122092664092645,0.09037007722007707,33.9555517125927,0,0,0
normal_after,275,280,1036,275.002749256,279.998258691,207.18607650873147,-0.6269852316602313,-0.7128040540540531,0.09074276061776033,33.62518451273466,0,0,0
normal_after,280,285,1036,280.001995021,284.998812788,207.13182834790382,-0.6273202702702697,-0.7125217181467167,0.09061476833976788,33.441582207932505,0,0,0
normal_after,285,290,1036,285.002510526,289.997785682,207.19579356040583,-0.626943822393822,-0.7126083011582985,0.09046795366795354,33.96665971416915,0,0,0
normal_after,290,295,1036,290.003420919,294.997985465,207.22527268746603,-0.6271471042471031,-0.7126384169884145,0.09087451737451724,33.6702144240037,0,0,0
normal_after,295,300,1036,295.003579164,299.997728915,207.24248402698728,-0.6270304054054053,-0.7123861969111954,0.09006515444015425,33.80081041443584,0,0,0
