window,window_start_ns,window_complete_ns,decision_ns,elapsed_s,score,threshold,prediction,error,processing_ms,window_to_decision_ms,process_cpu_percent_one_core,process_rss_bytes,process_lifetime_peak_rss_bytes,temperature_c,cpu_frequency_khz,windows_dropped
32,6432398766891,6433010797399,6433035582361,19.795163243,0.3728648849287646,0.4833547401595273,0,,24.024183,24.784962,14.78247720302007,175226880,173932544,56.75,1800000.0,0
33,6433017386784,6433629325050,6433656091183,20.415672065,0.37886457622751774,0.4833547401595273,0,,26.276261,26.766133,14.504125254442478,175226880,173932544,55.1,1700000.0,0
34,6433634299265,6434246592494,6434273003422,21.032584304,0.3725964246223419,0.4833547401595273,0,,25.770352,26.410928,12.967712315550454,175226880,173932544,56.2,1700000.0,0
35,6434250467040,6434865041773,6434886110042,21.645690924,0.3766349131986111,0.4833547401595273,0,,20.347915,21.068269,14.679544443830514,175226880,173932544,56.75,2400000.0,0
36,6434868785244,6435480906250,6435503620281,22.263201163,0.37064701861045674,0.4833547401595273,0,,21.763566,22.714031,11.335632640101194,175226880,173932544,55.65,2400000.0,0
37,6435487733950,6436099798380,6436118434531,22.878015413,0.3732455674287396,0.4833547401595273,0,,18.297632,18.636151,13.012263940024976,175226880,173932544,57.3,2400000.0,0
38,6436103632981,6436717343951,6436736988586,23.496569468,0.3716267777669239,0.4833547401595273,0,,19.060245,19.644635,11.316764200195083,175226880,173932544,56.75,2400000.0,0
39,6436723062945,6437334495334,6437353800339,24.113381221,0.3756956026360926,0.4833547401595273,0,,18.622707,19.305005,11.348635972432863,175226880,173932544,56.75,2400000.0,0
40,6437342923593,6437951924792,6437971935095,24.731515977,0.36863493375501166,0.4833547401595273,0,,19.241135,20.010303,11.324391885773526,175226880,173932544,57.85,2400000.0,0
41,6437957863990,6438570660845,6438589895887,25.349476769,0.3720752137444643,0.4833547401595273,0,,18.538689,19.235042,12.945920366026467,175226880,173932544,56.2,2400000.0,0
42,6438574690890,6439187395836,6439207172509,25.966753391,0.37278319328484477,0.4833547401595273,0,,19.253635,19.776673,11.340086667068523,175226880,173932544,57.3,2400000.0,0
43,6439193607868,6439805845275,6439837403029,26.596983911,0.3715866903512409,0.4833547401595273,0,,30.771567,31.557754,14.28036352417467,175226880,173932544,57.3,1700000.0,0
44,6439812237604,6440422859543,6440448274673,27.207855555,0.37233692842841476,0.4833547401595273,0,,23.381884,25.41513,14.733124550230857,175226880,173932544,57.3,2400000.0,0
45,6440427987295,6441039483958,6441058641241,27.818222123,0.37253363135762685,0.4833547401595273,0,,18.76256,19.157283,13.106700825690966,175226880,173932544,56.75,2400000.0,0
46,6441045856972,6441656820763,6441676932955,28.436513837,0.37851181494375885,0.4833547401595273,0,,19.572302,20.112192,12.93904873156729,175226880,173932544,57.85,2400000.0,0
47,6441663787759,6442275015957,6442294174239,29.053755121,0.37837517760836814,0.4833547401595273,0,,18.580151,19.158282,9.72061910311106,175226880,173932544,55.65,2400000.0,0
