frequency_hz_observed,frequency_hz_nominal,psd_x_g2_per_hz,psd_y_g2_per_hz,psd_z_g2_per_hz,summed_xyz_psd_g2_per_hz
18.20994726295531,17.578125,3.918279504357746e-07,5.262995894275235e-07,7.788179822837916e-07,1.6969455221470898e-06
18.41228001032148,17.7734375,4.458698870529531e-07,4.26461861668274e-07,8.057768110914653e-07,1.6781085598126924e-06
18.614612757687652,17.96875,5.75541713653988e-07,4.4442230837084575e-07,8.287221604119023e-07,1.8486861824367362e-06
18.816945505053823,18.1640625,5.504531453657441e-07,4.526443305175249e-07,9.315881695823968e-07,1.934685645465666e-06
19.01927825241999,18.359374999999996,4.6041334619806393e-07,4.292806170087012e-07,8.080548995275504e-07,1.6977488627343156e-06
19.22161099978616,18.5546875,4.3160841436814863e-07,4.1087973584653577e-07,7.878003497543074e-07,1.630288499968992e-06
19.423943747152332,18.75,4.2391966555494047e-07,5.201670666811728e-07,7.22942650955859e-07,1.6670293831919722e-06
19.626276494518503,18.9453125,4.5804002041142827e-07,4.897288157392185e-07,9.023644351047453e-07,1.8501332712553923e-06
19.828609241884674,19.140625,4.467463720462583e-07,4.4165349078028643e-07,1.0558137432101219e-06,1.9442136060366668e-06
20.03094198925084,19.3359375,4.0751076221916277e-07,3.602812876114797e-07,9.398065657637217e-07,1.7075986155943642e-06
20.233274736617012,19.53125,3.5379192163864566e-07,3.993717146638717e-07,1.007789290637009e-06,1.7609529269395263e-06
20.435607483983183,19.7265625,3.749877928792708e-07,4.80198518932806e-07,8.861251468734606e-07,1.7413114586855374e-06
20.637940231349354,19.921875,3.9395812548315325e-07,4.875046838361588e-07,9.659670410334725e-07,1.8474298503527845e-06
20.84027297871552,20.117187499999996,4.1125076873080437e-07,4.346628285257663e-07,1.0408404848557146e-06,1.8867540821122852e-06
21.042605726081693,20.3125,4.129376346862176e-07,3.7881012578900147e-07,9.148475836102684e-07,1.7065953440854876e-06
21.244938473447863,20.5078125,5.022253818919213e-07,4.3490703172848163e-07,8.653500268760397e-07,1.8024824404964426e-06
21.447271220814034,20.703125000000004,5.290370680644247e-07,4.428447495590634e-07,8.548636453248806e-07,1.8267454629483688e-06
21.649603968180205,20.8984375,5.044475039857188e-07,4.279492742387154e-07,8.763117301937599e-07,1.8087085084181942e-06
21.851936715546373,21.093749999999996,4.6549669163019304e-07,4.7207222633693525e-07,9.472396117724093e-07,1.8848085297395375e-06
22.054269462912544,21.2890625,4.2269449525990955e-07,4.2256016974755075e-07,1.0496539644718204e-06,1.8949086294792806e-06
22.256602210278714,21.484375,4.431435674768655e-07,4.0646622133064817e-07,8.310846178287174e-07,1.6806944066362311e-06
22.458934957644885,21.679687500000004,4.7649122331396085e-07,4.599688851120589e-07,8.14352928150411e-07,1.7508130365764308e-06
22.661267705011056,21.875,4.0233014328754224e-07,4.805376965242495e-07,6.600664228410619e-07,1.5429342626528537e-06
22.863600452377224,22.070312499999996,3.683066288021247e-07,4.19855343519276e-07,8.016383742456411e-07,1.5898003465670418e-06
23.065933199743395,22.265625,4.652493335993375e-07,4.3551219280688424e-07,9.050472790497835e-07,1.8058088054560053e-06
23.268265947109565,22.4609375,4.929475000615349e-07,3.571070892932324e-07,9.244843285651053e-07,1.7745389179198726e-06
23.470598694475736,22.65625,5.380633999830002e-07,3.6324605954334085e-07,1.0126600554860312e-06,1.913969515012372e-06
23.672931441841904,22.851562499999996,5.319261841242864e-07,3.2567635933486147e-07,1.0676671314245427e-06,1.9252696748836907e-06
