window_index_in_recording,source_start_index,source_end_index_exclusive,start_host_monotonic_ns,last_host_monotonic_ns,start_since_command_s,last_since_command_s,quality_valid,quality_reasons,method,threshold,score,prediction,decision,error,model_core_ns,transfer_in_ns,transfer_out_ns,score_and_other_overhead_ns,standardization_ns,scorer_call_ns,decision_monotonic_ns,dequeue_to_decision_ns,dequeue_monotonic_ns,complete_to_decision_ns,assembly_ns,queue_wait_ns,logging_monotonic_ns,trial,mode,repeat
88,48532,48660,89615330775676,89615943881040,234.38436299,234.997468354,True,[],rms,1.2747695377144315,0.9781640652518868,0,NORMAL,,35222,0,0,1352,89407,50722,105471650284810,144833,105471650139977,5411470,5218859,47778,105471650291773,offline_replay_rms_02,offline_replay,2
89,48660,48788,89615949416885,89616562471797,235.003004199,235.616059111,True,[],rms,1.2747695377144315,1.0202706786784672,0,NORMAL,,33222,0,0,1390,81926,47352,105472268773260,133278,105472268639982,5309163,5130237,45648,105472268779779,offline_replay_rms_02,offline_replay,2
90,48788,48916,89616568010682,89617179760811,235.621597996,236.233348125,True,[],rms,1.2747695377144315,0.9881753411324565,0,NORMAL,,33037,0,0,1260,80593,46445,105472886053820,130815,105472885923005,5300709,5124190,45704,105472886059653,offline_replay_rms_02,offline_replay,2
91,48916,49044,89617185331121,89617798594804,236.238918435,236.852182118,True,[],rms,1.2747695377144315,0.9816090412409874,0,NORMAL,,35352,0,0,1074,90704,50722,105473505056324,146185,105473504910139,5469220,5274535,48500,105473505062602,offline_replay_rms_02,offline_replay,2
92,49044,49172,89617804186358,89618415918655,236.857773672,237.469505969,True,[],rms,1.2747695377144315,0.9875469540269107,0,NORMAL,,37926,0,0,1481,90760,53703,105474122300752,148889,105474122151863,5389797,5192594,48314,105474122307993,offline_replay_rms_02,offline_replay,2
93,49172,49300,89618421538264,89619035063546,237.475125578,238.08865086,True,[],rms,1.2747695377144315,1.0006402168754722,0,NORMAL,,36870,0,0,1500,93166,52945,105474741529848,150537,105474741379311,5474002,5219928,103537,105474741535903,offline_replay_rms_02,offline_replay,2
94,49300,49428,89619038814973,89619653127551,238.092402287,238.706714865,True,[],rms,1.2747695377144315,0.980381021816303,0,NORMAL,,35204,0,0,1851,83593,50945,105475359572646,139223,105475359433423,5452795,5229035,84537,105475359578868,offline_replay_rms_02,offline_replay,2
95,49428,49556,89619656814535,89620271399281,238.710401849,239.324986595,True,[],rms,1.2747695377144315,0.9735597198238451,0,NORMAL,,36889,0,0,1445,89778,53148,105475977896146,147556,105475977748590,5504565,5274139,82870,105475977903479,offline_replay_rms_02,offline_replay,2
96,49556,49684,89620275116821,89620887702751,239.328704135,239.941290065,True,[],rms,1.2747695377144315,0.914491972766229,0,NORMAL,,30149,0,0,1462,77426,43111,105476593965516,124482,105476593841034,5270465,5100316,45667,105476593971645,offline_replay_rms_02,offline_replay,2
97,49684,49812,89620893296128,89621505791046,239.946883442,240.55937836,True,[],rms,1.2747695377144315,0.9552761636846264,0,NORMAL,,33444,0,0,1316,89889,47685,105477212133015,141593,105477211991422,5349669,5161150,46926,105477212138570,offline_replay_rms_02,offline_replay,2
98,49812,49940,89621511381444,89622125569329,240.564968758,241.179156643,True,[],rms,1.2747695377144315,0.9954380520900583,0,NORMAL,,31834,0,0,1406,77889,46203,105477831895958,128111,105477831767847,5334329,5121885,84333,105477831902107,offline_replay_rms_02,offline_replay,2
99,49940,50068,89622129258262,89622742297024,241.182845576,241.795884338,True,[],rms,1.2747695377144315,1.0329913422870813,0,NORMAL,,35666,0,0,1501,89722,51796,105478448714863,145944,105478448568919,5425539,5225243,54352,105478448721271,offline_replay_rms_02,offline_replay,2
100,50068,50196,89622747887944,89623360425719,241.801475258,242.414013033,True,[],rms,1.2747695377144315,1.0044753888921865,0,NORMAL,,37370,0,0,1408,87204,52667,105479067009471,143963,105479066865508,5591452,5402859,44630,105479067015527,offline_replay_rms_02,offline_replay,2
101,50196,50324,89623366020880,89623979264708,242.419608194,243.032852022,True,[],rms,1.2747695377144315,1.0159401977490439,0,NORMAL,,36018,0,0,1464,88537,51389,105479685759375,144315,105479685615060,5502367,5275867,82185,105479685765634,offline_replay_rms_02,offline_replay,2
102,50324,50452,89623982944978,89624597418892,243.036532292,243.651006206,True,[],rms,1.2747695377144315,1.0270596850041336,0,NORMAL,,34908,0,0,1481,85056,50149,105480303846723,139612,105480303707111,5435531,5213123,82796,105480303853148,offline_replay_rms_02,offline_replay,2
103,50452,50580,89624601102200,89625214175351,243.654689514,244.267762665,True,[],rms,1.2747695377144315,0.9812759597286638,0,NORMAL,,33778,0,0,1203,81518,48074,105480920647161,133907,105480920513254,5479510,5297899,47704,105480920652383,offline_replay_rms_02,offline_replay,2
104,50580,50708,89625219797146,89625832304227,244.27338446,244.885891541,True,[],rms,1.2747695377144315,1.0102113295554758,0,NORMAL,,34500,0,0,1296,83852,49611,105481538644007,137574,105481538506433,5347480,5163628,46278,105481538650526,offline_replay_rms_02,offline_replay,2
105,50708,50836,89625837901878,89626451101326,244.891489192,245.50468864,True,[],rms,1.2747695377144315,0.9923696201775889,0,NORMAL,,36149,0,0,1369,85482,51260,105482157583186,141130,105482157442056,5489560,5250800,97630,105482157589204,offline_replay_rms_02,offline_replay,2
106,50836,50964,89626454791823,89627069370538,245.508379137,246.122957852,True,[],rms,1.2747695377144315,0.9886073939587647,0,NORMAL,,31574,0,0,1463,80000,45278,105482775680975,128871,105482775552104,5318137,5108766,80500,105482775687234,offline_replay_rms_02,offline_replay,2
107,50964,51092,89627073061257,89627686466259,246.126648571,246.740053573,True,[],rms,1.2747695377144315,1.016994779351574,0,NORMAL,,35704,0,0,1518,87037,51055,105483392799003,142407,105483392656596,5340444,5152000,46037,105483392805244,offline_replay_rms_02,offline_replay,2
108,51092,51220,89627692066119,89628304235139,246.745653433,247.357822453,True,[],rms,1.2747695377144315,1.072283776733382,0,NORMAL,,31445,0,0,1315,79593,45278,105484010517957,128630,105484010389327,5290518,5116258,45630,105484010524123,offline_replay_rms_02,offline_replay,2
109,51220,51348,89628309891757,89628922782147,247.363479071,247.976369461,True,[],rms,1.2747695377144315,1.0497170150806978,0,NORMAL,,33370,0,0,1334,83963,47630,105484629076614,135537,105484628941077,5302167,5120389,46241,105484629083021,offline_replay_rms_02,offline_replay,2
110,51348,51476,89628928372990,89629540923657,247.981960304,248.594510971,True,[],rms,1.2747695377144315,0.9698128275634562,0,NORMAL,,35666,0,0,1427,92760,51426,105485247306696,148778,105485247157918,5390739,5193202,48759,105485247313530,offline_replay_rms_02,offline_replay,2
111,51476,51604,89629546514503,89630159580097,248.600101817,249.213167411,True,[],rms,1.2747695377144315,0.9730018248506874,0,NORMAL,,36759,0,0,1407,90278,52463,105485866182908,147593,105485866035315,5610511,5357103,105815,105485866189371,offline_replay_rms_02,offline_replay,2
112,51604,51732,89630163268285,89630777856526,249.216855599,249.83144384,True,[],rms,1.2747695377144315,1.0734632790982173,0,NORMAL,,36612,0,0,1480,91204,51963,105486484527303,147555,105486484379748,5678477,5451607,79315,105486484533766,offline_replay_rms_02,offline_replay,2
113,51732,51860,89630781543604,89631394919871,249.835130918,250.448507185,True,[],rms,1.2747695377144315,1.0654211519524606,0,NORMAL,,33334,0,0,1370,84000,48222,105487101379216,136833,105487101242383,5467045,5284489,45723,105487101385160,offline_replay_rms_02,offline_replay,2
114,51860,51988,89631400520275,89632013427953,250.454107589,251.067015267,True,[],rms,1.2747695377144315,1.0229816333106585,0,NORMAL,,36222,0,0,1407,89833,51389,105487719892314,145389,105487719746925,5472061,5245598,81074,105487719898518,offline_replay_rms_02,offline_replay,2
115,51988,52116,89632017122237,89632630075817,251.070709551,251.683663131,True,[],rms,1.2747695377144315,1.0187327846344398,0,NORMAL,,34315,0,0,1426,83278,47760,105488336490411,135038,105488336355373,5422294,5242293,44963,105488336496318,offline_replay_rms_02,offline_replay,2
116,52116,52244,89632635678615,89633249177409,251.689265929,252.302764723,True,[],rms,1.2747695377144315,1.1000796893011588,0,NORMAL,,33833,0,0,1296,86629,47278,105488955691915,137926,105488955553989,5522206,5306798,77482,105488955697766,offline_replay_rms_02,offline_replay,2
117,52244,52372,89633252863787,89633867756231,252.306451101,252.921343545,True,[],rms,1.2747695377144315,1.039731390508249,0,NORMAL,,36260,0,0,1406,89093,51871,105489574333270,145278,105489574187992,5584739,5352720,86741,105489574339325,offline_replay_rms_02,offline_replay,2
118,52372,52500,89633871486685,89634484056739,252.925073999,253.537644053,True,[],rms,1.2747695377144315,1.0823070619139037,0,NORMAL,,35260,0,0,1666,90074,50593,105490190461642,145112,105490190316530,5412603,5220769,46722,105490190468142,offline_replay_rms_02,offline_replay,2
119,52500,52628,89634489650450,89635102904856,253.543237764,254.15649217,True,[],rms,1.2747695377144315,1.0440334466910346,0,NORMAL,,37241,0,0,1389,89426,53426,105490809384199,147667,105490809236532,5487043,5291395,47981,105490809390791,offline_replay_rms_02,offline_replay,2
120,52628,52756,89635108508363,89635720305709,254.162095677,254.773893023,True,[],rms,1.2747695377144315,1.0346877773073402,0,NORMAL,,36445,0,0,1370,89000,52019,105491426960885,145296,105491426815589,5662876,5473154,44426,105491426967681,offline_replay_rms_02,offline_replay,2
121,52756,52884,89635725938089,89636338394105,254.779525403,255.391981419,True,[],rms,1.2747695377144315,1.1023569406687466,0,NORMAL,,32908,0,0,1444,84871,47167,105492044877792,135778,105492044742014,5491387,5312183,43426,105492044883607,offline_replay_rms_02,offline_replay,2
122,52884,53012,89636344011781,89636957017374,255.397599095,256.010604688,True,[],rms,1.2747695377144315,1.1515139697756005,0,NORMAL,,32741,0,0,1408,86445,45926,105492663366032,135963,105492663230069,5356358,5177099,43296,105492663372032,offline_replay_rms_02,offline_replay,2
123,53012,53140,89636962645293,89637575575414,256.016232607,256.629162728,True,[],rms,1.2747695377144315,1.1277843761142583,0,NORMAL,,32945,0,0,1388,85723,46963,105493282142087,135945,105493282006142,5574373,5354077,84351,105493282148291,offline_replay_rms_02,offline_replay,2
124,53140,53268,89637579264356,89638194307263,256.63285167,257.247894577,True,[],rms,1.2747695377144315,1.1038695485006167,0,NORMAL,,31611,0,0,1371,83870,44426,105493900817474,131778,105493900685696,5517911,5310670,75463,105493900823363,offline_replay_rms_02,offline_replay,2
125,53268,53396,89638197991631,89638810787829,257.251578945,257.864375143,True,[],rms,1.2747695377144315,1.0850312592052873,0,NORMAL,,34130,0,0,1666,87555,49019,105494517341860,140926,105494517200934,5561731,5377138,43667,105494517347452,offline_replay_rms_02,offline_replay,2
126,53396,53524,89638816389216,89639429947338,257.86997653,258.483534652,True,[],rms,1.2747695377144315,1.049342527707824,0,NORMAL,,33278,0,0,1333,82648,47185,105495136441245,133463,105495136307782,5501607,5287792,80352,105495136447690,offline_replay_rms_02,offline_replay,2
127,53524,53652,89639433645651,89640047244977,258.487232965,259.100832291,True,[],rms,1.2747695377144315,1.0274372946412311,0,NORMAL,,36926,0,0,1425,89389,53148,105495753725833,147537,105495753578296,5488556,5292630,48389,105495753732555,offline_replay_rms_02,offline_replay,2
128,53652,53780,89640052841274,89640665796682,259.106428588,259.719383996,True,[],rms,1.2747695377144315,1.1286773428784824,0,NORMAL,,35648,0,0,1315,85241,50796,105496372151365,140463,105496372010902,5362383,5167587,54333,105496372157588,offline_replay_rms_02,offline_replay,2
129,53780,53908,89640671399926,89641283340170,259.72498724,260.336927484,True,[],rms,1.2747695377144315,1.0038101562191222,0,NORMAL,,33296,0,0,1722,79574,47130,105496989693267,130482,105496989562785,5360797,5170834,59481,105496989699082,offline_replay_rms_02,offline_replay,2
130,53908,54036,89641288943099,89641901302314,260.342530413,260.954889628,True,[],rms,1.2747695377144315,1.0369557098278197,0,NORMAL,,36556,0,0,1481,89759,52537,105497607711390,147407,105497607563983,5416776,5220313,49056,105497607718279,offline_replay_rms_02,offline_replay,2
131,54036,54164,89641906904135,89642520870099,260.960491449,261.574457413,True,[],rms,1.2747695377144315,0.9635936240523568,0,NORMAL,,32260,0,0,1258,82834,46222,105498227312161,132852,105498227179309,5449762,5232392,84518,105498227318439,offline_replay_rms_02,offline_replay,2
132,54164,54292,89642524549382,89643138963076,261.578136696,262.19255039,True,[],rms,1.2747695377144315,0.9618425884126944,0,NORMAL,,34185,0,0,1463,85963,48574,105498845344820,138778,105498845206042,5389444,5169481,81185,105498845350802,offline_replay_rms_02,offline_replay,2
133,54292,54420,89643142658136,89643755687847,262.19624545,262.809275161,True,[],rms,1.2747695377144315,0.9342573823119191,0,NORMAL,,35389,0,0,1592,85925,50351,105499462039459,140814,105499461898645,5359312,5171442,47056,105499462045478,offline_replay_rms_02,offline_replay,2
134,54420,54548,89643761311135,89644374134455,262.814898449,263.427721769,True,[],rms,1.2747695377144315,1.0350244489584763,0,NORMAL,,30704,0,0,1277,79000,44759,105500080455302,127630,105500080327672,5328547,5156251,44666,105500080461339,offline_replay_rms_02,offline_replay,2
135,54548,54676,89644379777965,89644992678938,263.433365279,264.046266252,True,[],rms,1.2747695377144315,1.0049850800857751,0,NORMAL,,38389,0,0,1426,91723,54556,105500699334052,151038,105500699183014,5662814,5415554,96222,105500699340515,offline_replay_rms_02,offline_replay,2
136,54676,54804,89644996362261,89645610768612,264.049949575,264.664355926,True,[],rms,1.2747695377144315,1.0278555162602574,0,NORMAL,,34778,0,0,1426,84593,48649,105501317190782,136982,105501317053800,5429870,5210092,82796,105501317196689,offline_replay_rms_02,offline_replay,2
137,54804,54932,89645614457659,89646227748897,264.668044973,265.281336211,True,[],rms,1.2747695377144315,0.9913246706101607,0,NORMAL,,32703,0,0,1389,83592,46852,105501934071862,134629,105501933937233,5330665,5150054,45982,105501934077918,offline_replay_rms_02,offline_replay,2
138,54932,55060,89646233411356,89646846038126,265.28699867,265.89962544,True,[],rms,1.2747695377144315,0.987563250687216,0,NORMAL,,30833,0,0,1389,80870,43666,105502552376776,128481,105502552248295,5346350,5170684,47185,105502552382295,offline_replay_rms_02,offline_replay,2
139,55060,55188,89646851636181,89647463889489,265.905223495,266.517476803,True,[],rms,1.2747695377144315,1.0159889669951687,0,NORMAL,,36833,0,0,1389,89259,53592,105503170316837,147685,105503170169152,5435048,5238974,48389,105503170322930,offline_replay_rms_02,offline_replay,2
140,55188,55316,89647469480045,89648082617303,266.523067359,267.136204617,True,[],rms,1.2747695377144315,1.010088753963125,0,NORMAL,,37389,0,0,1426,90648,54203,105503789042768,149407,105503788893361,5433165,5198814,84944,105503789049454,offline_replay_rms_02,offline_replay,2
141,55316,55444,89648086313020,89648700543865,267.139900334,267.754131179,True,[],rms,1.2747695377144315,1.0110618936192106,0,NORMAL,,37315,0,0,1389,89593,53093,105504406934088,147056,105504406787032,5397923,5190700,60167,105504406940884,offline_replay_rms_02,offline_replay,2
142,55444,55572,89648706145054,89649317826091,267.759732368,268.371413405,True,[],rms,1.2747695377144315,0.9918768000138384,0,NORMAL,,33463,0,0,1667,84334,47185,105505024331276,135778,105505024195498,5512885,5335626,41481,105505024337591,offline_replay_rms_02,offline_replay,2
143,55572,55700,89649323436779,89649936234239,268.377024093,268.989821553,True,[],rms,1.2747695377144315,1.0123784386613728,0,NORMAL,,37481,0,0,1445,90741,52834,105505642918372,148426,105505642769946,5691833,5498296,45111,105505642924835,offline_replay_rms_02,offline_replay,2
144,55700,55828,89649941865819,89650553978516,268.995453133,269.60756583,True,[],rms,1.2747695377144315,1.0475210077798565,0,NORMAL,,36260,0,0,1870,90797,52556,105506260553596,147445,105506260406151,5582780,5391317,44018,105506260560300,offline_replay_rms_02,offline_replay,2
145,55828,55956,89650559568875,89651172479944,269.613156189,270.226067258,True,[],rms,1.2747695377144315,1.0008975431381688,0,NORMAL,,34185,0,0,1315,86481,48649,105506878923209,138704,105506878784505,5450965,5268983,43278,105506878928746,offline_replay_rms_02,offline_replay,2
146,55956,56084,89651178082841,89651790471228,270.231670155,270.844058542,True,[],rms,1.2747695377144315,1.0477548724736532,0,NORMAL,,31389,0,0,1352,80463,44871,105507496837617,129278,105507496708339,5374089,5202922,41889,105507496843246,offline_replay_rms_02,offline_replay,2
147,56084,56212,89651796070868,89652409239476,270.849658182,271.46282679,True,[],rms,1.2747695377144315,0.9916301471044702,0,NORMAL,,31871,0,0,1314,82130,44926,105508115729506,130871,105508115598635,5497730,5285119,81740,105508115735061,offline_replay_rms_02,offline_replay,2
