window_index_in_recording,source_start_index,source_end_index_exclusive,start_host_monotonic_ns,last_host_monotonic_ns,start_since_command_s,last_since_command_s,quality_valid,quality_reasons,method,threshold,score,prediction,decision,error,model_core_ns,transfer_in_ns,transfer_out_ns,score_and_other_overhead_ns,standardization_ns,scorer_call_ns,decision_monotonic_ns,dequeue_to_decision_ns,dequeue_monotonic_ns,complete_to_decision_ns,assembly_ns,queue_wait_ns,logging_monotonic_ns,trial,mode,repeat
180,60308,60436,89672189180359,89672802589629,291.242767673,291.856176943,True,[],tflite_autoencoder,0.544357966122261,0.4922980056729879,0,NORMAL,,67963,17130,7204,54851,100722,165203,105208497011810,271222,105208496740588,5835131,5511187,52722,105208497020236,offline_replay_tflite_autoencoder_02,offline_replay,2
181,60436,60564,89672808193719,89673420725417,291.861781033,292.474312731,True,[],tflite_autoencoder,0.544357966122261,0.41257961832829676,0,NORMAL,,65481,17037,7037,54463,98555,161055,105209115122171,264666,105209114857505,5809704,5487704,57334,105209115130634,offline_replay_tflite_autoencoder_02,offline_replay,2
182,60564,60692,89673426263654,89674039772949,292.479850968,293.093360263,True,[],tflite_autoencoder,0.544357966122261,0.4796318832571987,0,NORMAL,,61908,16981,6518,51037,99352,154074,105209734200957,258814,105209733942143,5840958,5490107,92037,105209734208976,offline_replay_tflite_autoencoder_02,offline_replay,2
183,60692,60820,89674043427590,89674656494493,293.097014904,293.710081807,True,[],tflite_autoencoder,0.544357966122261,0.46997816544062676,0,NORMAL,,59611,16814,7130,50333,99981,151537,105210350973745,257036,105210350716709,5892202,5530203,104963,105210350981486,offline_replay_tflite_autoencoder_02,offline_replay,2
184,60820,60948,89674662048252,89675275599350,293.715635566,294.329186664,True,[],tflite_autoencoder,0.544357966122261,0.4399493795800306,0,NORMAL,,63333,16981,6648,50611,98574,154740,105210970056383,258870,105210969797513,5869983,5518743,92370,105210970064402,offline_replay_tflite_autoencoder_02,offline_replay,2
185,60948,61076,89675281135054,89675893599821,294.334722368,294.947187135,True,[],tflite_autoencoder,0.544357966122261,0.4838316914832343,0,NORMAL,,66481,16833,9056,56037,97963,165167,105211587991134,268334,105211587722800,5804263,5483578,52351,105211587999059,offline_replay_tflite_autoencoder_02,offline_replay,2
186,61076,61204,89675899135267,89676510762838,294.952722581,295.564350152,True,[],tflite_autoencoder,0.544357966122261,0.4530678899678402,0,NORMAL,,84426,22592,21019,81499,138296,232204,105212205351662,378870,105212204972792,6001774,5517645,105259,105212205361477,offline_replay_tflite_autoencoder_02,offline_replay,2
187,61204,61332,89676516299730,89677129217738,295.569887044,296.182805052,True,[],tflite_autoencoder,0.544357966122261,0.5680831005897627,1,ANOMALY,,61666,17186,7130,53018,103389,156314,105212823775041,265222,105212823509819,5970253,5601717,103314,105212823783078,offline_replay_tflite_autoencoder_02,offline_replay,2
188,61332,61460,89677134753186,89677748284003,296.1883405,296.801871317,True,[],tflite_autoencoder,0.544357966122261,0.42729986220005856,0,NORMAL,,60667,17296,7166,51371,97315,154148,105213442829420,256500,105213442572920,5958367,5602904,98963,105213442837309,offline_replay_tflite_autoencoder_02,offline_replay,2
189,61460,61588,89677751956390,89678365705199,296.805543704,297.419292513,True,[],tflite_autoencoder,0.544357966122261,0.5118394655456158,0,NORMAL,,69018,27463,7741,57130,96278,178871,105214060160060,280667,105214059879393,5867811,5528052,59092,105214060167856,offline_replay_tflite_autoencoder_02,offline_replay,2
190,61588,61716,89678371309335,89678984379455,297.424896649,298.037966769,True,[],tflite_autoencoder,0.544357966122261,0.5426472560095741,0,NORMAL,,65518,17019,6926,50834,97666,157389,105214678809291,260333,105214678548958,5842786,5484842,97611,105214678817717,offline_replay_tflite_autoencoder_02,offline_replay,2
191,61716,61844,89678988066232,89679601218981,298.041653546,298.654806295,True,[],tflite_autoencoder,0.544357966122261,0.47885425547580124,0,NORMAL,,65222,17778,7593,53037,98074,160797,105215295659357,264370,105215295394987,5853326,5527900,61056,105215295667042,offline_replay_tflite_autoencoder_02,offline_replay,2
192,61844,61972,89679606824806,89680219942553,298.66041212,299.273529867,True,[],tflite_autoencoder,0.544357966122261,0.4808111161246889,0,NORMAL,,82296,16982,8667,57685,97482,183074,105215914357958,285759,105215914072199,5828355,5478670,63926,105215914366291,offline_replay_tflite_autoencoder_02,offline_replay,2
193,61972,62100,89680225568656,89680838247148,299.27915597,299.891834462,True,[],tflite_autoencoder,0.544357966122261,0.5448441645954745,1,ANOMALY,,65482,17500,6833,51722,101297,158815,105216532780634,265704,105216532514930,5946436,5577770,102962,105216532789356,offline_replay_tflite_autoencoder_02,offline_replay,2
0,37268,37396,89560949863341,89561563085350,180.003450655,180.616672664,True,[],rms,1.2747695377144315,1.1116340990291174,0,NORMAL,,44871,0,0,1907,108038,67037,105417270913157,181760,105417270731397,6835507,6554655,99092,105417270921749,offline_replay_rms_02,offline_replay,2
1,37396,37524,89561568681924,89562181915738,180.622269238,181.235503052,True,[],rms,1.2747695377144315,1.0527578214459157,0,NORMAL,,41500,0,0,1796,96722,62797,105417888579954,165426,105417888414528,5671916,5411527,94963,105417888589639,offline_replay_rms_02,offline_replay,2
2,37524,37652,89562185604827,89562799070557,181.239192141,181.852657871,True,[],rms,1.2747695377144315,1.0728701605325195,0,NORMAL,,40630,0,0,1685,97556,58889,105418505495102,161482,105418505333620,5432245,5221541,49222,105418505502879,offline_replay_rms_02,offline_replay,2
3,37652,37780,89562804692745,89563416667363,181.858280059,182.470254677,True,[],rms,1.2747695377144315,1.0912983684071023,0,NORMAL,,42537,0,0,1556,98833,61704,105419123211008,166185,105419123044823,5551345,5312641,72519,105419123219952,offline_replay_rms_02,offline_replay,2
4,37780,37908,89563422268256,89564034233299,182.47585557,183.087820613,True,[],rms,1.2747695377144315,1.0397355940559705,0,NORMAL,,37185,0,0,1482,91185,53723,105419740910266,149297,105419740760969,5684667,5489611,45759,105419740917766,offline_replay_rms_02,offline_replay,2
5,37908,38036,89564039824641,89564652692898,183.093411955,183.706280212,True,[],rms,1.2747695377144315,1.1586561373805546,0,NORMAL,,35463,0,0,1093,88056,50018,105420359182004,142204,105420359039800,5496806,5309380,45222,105420359188967,offline_replay_rms_02,offline_replay,2
6,38036,38164,89564658320003,89565271111823,183.711907317,184.324699137,True,[],rms,1.2747695377144315,1.0524337005216937,0,NORMAL,,34648,0,0,1315,88352,49445,105420977794020,141575,105420977652445,5689897,5466915,81407,105420977800723,offline_replay_rms_02,offline_replay,2
7,38164,38292,89565274799920,89565888238534,184.328387234,184.941825848,True,[],rms,1.2747695377144315,1.3703945022044122,1,ANOMALY,,32241,0,0,1629,82389,46944,105421594580663,133111,105421594447552,5349829,5174070,42648,105421594587367,offline_replay_rms_02,offline_replay,2
8,38292,38420,89565893852477,89566505663396,184.947439791,185.55925071,True,[],rms,1.2747695377144315,1.130539785542615,0,NORMAL,,33648,0,0,1390,84148,47315,105422212145306,135611,105422212009695,5489610,5302369,51630,105422212151677,offline_replay_rms_02,offline_replay,2
9,38420,38548,89566511296213,89567124292193,185.564883527,186.177879507,True,[],rms,1.2747695377144315,1.19427464309224,0,NORMAL,,32148,0,0,1259,85611,45963,105422830716949,135593,105422830581356,5432456,5245030,51833,105422830723060,offline_replay_rms_02,offline_replay,2
10,38548,38676,89567129886437,89567742869421,186.183473751,186.796456735,True,[],rms,1.2747695377144315,1.1528943057971164,0,NORMAL,,33889,0,0,1555,83074,47722,105423449275998,134611,105423449141387,5414277,5201407,78259,105423449282184,offline_replay_rms_02,offline_replay,2
11,38676,38804,89567746557452,89568361349566,186.800144766,187.41493688,True,[],rms,1.2747695377144315,1.2157955886947867,0,NORMAL,,32204,0,0,1277,79963,46185,105424067722269,129574,105424067592695,5380403,5171273,79556,105424067728602,offline_replay_rms_02,offline_replay,2
12,38804,38932,89568365039616,89568978084483,187.41862693,188.031671797,True,[],rms,1.2747695377144315,1.2446566156382513,0,NORMAL,,33037,0,0,1408,83870,46222,105424684658964,134241,105424684524723,5582181,5402162,45778,105424684665242,offline_replay_rms_02,offline_replay,2
13,38932,39060,89568983657236,89569596576653,188.03724455,188.650163967,True,[],rms,1.2747695377144315,1.161944715356649,0,NORMAL,,36759,0,0,1500,89778,53537,105425303165974,148186,105425303017788,5597021,5367669,81166,105425303172140,offline_replay_rms_02,offline_replay,2
14,39060,39188,89569600267819,89570214920126,188.653855133,189.26850744,True,[],rms,1.2747695377144315,1.0970919205599274,0,NORMAL,,33148,0,0,1500,83741,47945,105425921567242,136149,105425921431093,5654816,5440390,78277,105425921573316,offline_replay_rms_02,offline_replay,2
15,39188,39316,89570218602071,89570831259132,189.272189385,189.884846446,True,[],rms,1.2747695377144315,1.0643864392176456,0,NORMAL,,41149,0,0,1777,96370,59445,105426537770786,161000,105426537609786,5519354,5299039,59315,105426537778952,offline_replay_rms_02,offline_replay,2
16,39316,39444,89570836863578,89571449749821,189.890450892,190.503337135,True,[],rms,1.2747695377144315,1.0184347144151635,0,NORMAL,,36889,0,0,1629,100426,53833,105427156085552,158778,105427155926774,5343431,5137264,47389,105427156093348,offline_replay_rms_02,offline_replay,2
17,39444,39572,89571455350660,89572067804336,190.508937974,191.12139165,True,[],rms,1.2747695377144315,1.0532494890530293,0,NORMAL,,40908,0,0,1814,100352,59129,105427774258984,164463,105427774094521,5462348,5251089,46796,105427774266503,offline_replay_rms_02,offline_replay,2
18,39572,39700,89572073406249,89572685926837,191.126993563,191.739514151,True,[],rms,1.2747695377144315,1.0795751014777644,0,NORMAL,,40797,0,0,1980,93871,58926,105428392306971,157889,105428392149082,5387834,5185390,44555,105428392315082,offline_replay_rms_02,offline_replay,2
19,39700,39828,89572691634305,89573304132577,191.745221619,192.357719891,True,[],rms,1.2747695377144315,1.037645641369911,0,NORMAL,,40445,0,0,1592,93593,57926,105429010595735,156389,105429010439346,5470858,5234247,80222,105429010603679,offline_replay_rms_02,offline_replay,2
20,39828,39956,89573307821492,89573921065376,192.361408806,192.97465269,True,[],rms,1.2747695377144315,1.0347304393212569,0,NORMAL,,41259,0,0,1389,95685,58500,105429627601442,159370,105429627442072,5543766,5338081,46315,105429627609109,offline_replay_rms_02,offline_replay,2
21,39956,40084,89573926664335,89574539646563,192.980251649,193.593233877,True,[],rms,1.2747695377144315,1.0244998589255863,0,NORMAL,,40555,0,0,1575,94426,58537,105430246278464,158834,105430246119630,5639601,5426434,54333,105430246286501,offline_replay_rms_02,offline_replay,2
22,40084,40212,89574545237915,89575158133745,193.598825229,194.211721059,True,[],rms,1.2747695377144315,0.9949926937184056,0,NORMAL,,38667,0,0,1388,90315,55871,105430864634170,151297,105430864482873,5508125,5271088,85740,105430864642170,offline_replay_rms_02,offline_replay,2
23,40212,40340,89575161821648,89575775074126,194.215408962,194.82866144,True,[],rms,1.2747695377144315,1.0613967908340918,0,NORMAL,,38667,0,0,1610,91204,57018,105431481421078,153611,105431481267467,5354652,5153356,47685,105431481428782,offline_replay_rms_02,offline_replay,2
24,40340,40468,89575780666778,89576393227801,194.834254092,195.446815115,True,[],rms,1.2747695377144315,1.0056329281030651,0,NORMAL,,35277,0,0,1686,85963,50444,105432099527893,140759,105432099387134,5307792,5117996,49037,105432099534949,offline_replay_rms_02,offline_replay,2
25,40468,40596,89576398860766,89577012193089,195.45244808,196.065780403,True,[],rms,1.2747695377144315,1.0209422678911912,0,NORMAL,,33149,0,0,1406,83018,47963,105432718477467,135055,105432718342412,5292078,5075764,81259,105432718484467,offline_replay_rms_02,offline_replay,2
26,40596,40724,89577015880589,89577629644115,196.069467903,196.683231429,True,[],rms,1.2747695377144315,1.035676667079043,0,NORMAL,,33204,0,0,1407,81463,47833,105433335925725,133314,105433335792411,5289310,5074495,81501,105433335932633,offline_replay_rms_02,offline_replay,2
27,40724,40852,89577633330007,89578247621524,196.686917321,197.301208838,True,[],rms,1.2747695377144315,1.0120462409609956,0,NORMAL,,40907,0,0,1463,94778,58370,105433954255612,158592,105433954097020,5641788,5385029,98167,105433954263335,offline_replay_rms_02,offline_replay,2
28,40852,40980,89578251255769,89578864983357,197.304843083,197.918570671,True,[],rms,1.2747695377144315,1.0283756546980236,0,NORMAL,,38167,0,0,1388,88370,54482,105434571391480,147889,105434571243591,5415823,5219323,48611,105434571398072,offline_replay_rms_02,offline_replay,2
29,40980,41108,89578870535410,89579483637126,197.924122724,198.53722444,True,[],rms,1.2747695377144315,1.004921685792781,0,NORMAL,,34444,0,0,1574,79537,49408,105435190143995,133426,105435190010569,5514569,5299235,81908,105435190150736,offline_replay_rms_02,offline_replay,2
30,41108,41236,89579487286228,89580100305199,198.540873542,199.153892513,True,[],rms,1.2747695377144315,1.0478407181451637,0,NORMAL,,32703,0,0,1408,81463,47167,105435806713842,132852,105435806580990,5416343,5236842,46649,105435806719953,offline_replay_rms_02,offline_replay,2
31,41236,41364,89580105971642,89580718430429,199.159558956,199.772017743,True,[],rms,1.2747695377144315,1.013734978739126,0,NORMAL,,32463,0,0,1482,78518,46148,105436424750966,128759,105436424622207,5328237,5152219,47259,105436424757225,offline_replay_rms_02,offline_replay,2
32,41364,41492,89580723964714,89581337543145,199.777552028,200.391130459,True,[],rms,1.2747695377144315,1.038373359378201,0,NORMAL,,50704,0,0,1407,88704,68260,105437044033072,162482,105437043870590,5497627,5248238,86907,105437044041387,offline_replay_rms_02,offline_replay,2
33,41492,41620,89581341182157,89581955305474,200.394769471,201.008892788,True,[],rms,1.2747695377144315,1.00980879493377,0,NORMAL,,33037,0,0,1334,81926,47463,105437661674176,133445,105437661540731,5376402,5150346,92611,105437661680176,offline_replay_rms_02,offline_replay,2
34,41620,41748,89581958951099,89582572741473,201.012538413,201.626328787,True,[],rms,1.2747695377144315,1.0293429545838348,0,NORMAL,,36630,0,0,1444,88408,52852,105438279092909,145593,105438278947316,5359136,5170839,42704,105438279099835,offline_replay_rms_02,offline_replay,2
35,41748,41876,89582578292394,89583191722129,201.631879708,202.245309443,True,[],rms,1.2747695377144315,1.000270880357442,0,NORMAL,,33315,0,0,1370,81852,47963,105438898100808,133852,105438897966956,5386379,5171046,81481,105438898107364,offline_replay_rms_02,offline_replay,2
36,41876,42004,89583195450106,89583808072554,202.24903742,202.861659868,True,[],rms,1.2747695377144315,1.042064004173905,0,NORMAL,,31759,0,0,1500,74278,45167,105439514390817,122908,105439514267909,5325963,5156685,46370,105439514396984,offline_replay_rms_02,offline_replay,2
37,42004,42132,89583813661347,89584426151413,202.867248661,203.479738727,True,[],rms,1.2747695377144315,1.0777090479126485,0,NORMAL,,32630,0,0,1425,75982,45519,105440132436844,125186,105440132311658,5293131,5122557,45388,105440132443344,offline_replay_rms_02,offline_replay,2
38,42132,42260,89584431750892,89585044875818,203.485338206,204.098463132,True,[],rms,1.2747695377144315,1.0154107156643388,0,NORMAL,,40741,0,0,1629,100556,59722,105440751481167,165982,105440751315185,5613049,5362215,84852,105440751489445,offline_replay_rms_02,offline_replay,2
39,42260,42388,89585048575024,89585663228262,204.102162338,204.716815576,True,[],rms,1.2747695377144315,1.0533539541221668,0,NORMAL,,38667,0,0,1426,94426,56204,105441369692100,155260,105441369536840,5471538,5218167,98111,105441369699729,offline_replay_rms_02,offline_replay,2
40,42388,42516,89585666921433,89586280354454,204.720508747,205.333941768,True,[],rms,1.2747695377144315,1.0548040604757756,0,NORMAL,,35482,0,0,1314,85426,50314,105441986652753,139666,105441986513087,5305999,5120147,46186,105441986659827,offline_replay_rms_02,offline_replay,2
41,42516,42644,89586285961310,89586899075951,205.339548624,205.952663265,True,[],rms,1.2747695377144315,1.0340734930186906,0,NORMAL,,37445,0,0,1388,87649,53556,105442605446093,145464,105442605300629,5377842,5150601,81777,105442605453055,offline_replay_rms_02,offline_replay,2
42,42644,42772,89586902763273,89587515779475,205.956350587,206.569366789,True,[],rms,1.2747695377144315,1.0861959170239608,0,NORMAL,,43093,0,0,1777,101093,61500,105443222708319,167815,105443222540504,5936544,5680970,87759,105443222716541,offline_replay_rms_02,offline_replay,2
43,42772,42900,89587521395301,89588134597854,206.574982615,207.188185168,True,[],rms,1.2747695377144315,1.0254414532366436,0,NORMAL,,40167,0,0,1425,94000,57388,105443841069600,156185,105443840913415,5479446,5277743,45518,105443841076934,offline_replay_rms_02,offline_replay,2
44,42900,43028,89588140197180,89588752999349,207.193784494,207.806586663,True,[],rms,1.2747695377144315,1.0156186616266467,0,NORMAL,,40370,0,0,1482,91296,58241,105444459432715,154852,105444459277863,5441066,5203936,82278,105444459440789,offline_replay_rms_02,offline_replay,2
45,43028,43156,89588756699620,89589369727092,207.810286934,208.423314406,True,[],rms,1.2747695377144315,1.053169665028218,0,NORMAL,,43444,0,0,1501,102370,61222,105445076153420,168537,105445075984883,5434028,5216287,49204,105445076161198,offline_replay_rms_02,offline_replay,2
46,43156,43284,89589375314386,89589989443325,208.4289017,209.043030639,True,[],rms,1.2747695377144315,1.0515201509389727,0,NORMAL,,53000,0,0,1722,94260,71704,105445696038996,171315,105445695867681,5603371,5346334,85722,105445696047181,offline_replay_rms_02,offline_replay,2
47,43284,43412,89589993129673,89590605727262,209.046716987,209.659314576,True,[],rms,1.2747695377144315,1.0282462043839389,0,NORMAL,,39797,0,0,1555,103463,57907,105446312092051,166648,105446311925403,5372489,5157489,48352,105446312099514,offline_replay_rms_02,offline_replay,2
48,43412,43540,89590611317119,89591224954731,209.664904433,210.278542045,True,[],rms,1.2747695377144315,1.051244697538865,0,NORMAL,,37574,0,0,1741,91352,54259,105446931314070,150370,105446931163700,5367039,5133243,83426,105446931321422,offline_replay_rms_02,offline_replay,2
49,43540,43668,89591228638673,89591843281214,210.282225987,210.896868528,True,[],rms,1.2747695377144315,1.0664429795261494,0,NORMAL,,35444,0,0,1426,83630,50685,105447549595699,138926,105447549456773,5322185,5100870,82389,105447549602458,offline_replay_rms_02,offline_replay,2
50,43668,43796,89591846967751,89592459732984,210.900555065,211.513320298,True,[],rms,1.2747695377144315,1.0863138668501284,0,NORMAL,,32426,0,0,1259,80574,46778,105448166002974,132000,105448165870974,5277690,5097671,48019,105448166010289,offline_replay_rms_02,offline_replay,2
51,43796,43924,89592465336014,89593078695998,211.518923328,212.132283312,True,[],rms,1.2747695377144315,1.0648047494636432,0,NORMAL,,31944,0,0,1408,80000,46426,105448785065398,130648,105448784934750,5377100,5150174,96278,105448785071620,offline_replay_rms_02,offline_replay,2
52,43924,44052,89593082382779,89593695517553,212.135970093,212.749104867,True,[],rms,1.2747695377144315,1.0350491977720255,0,NORMAL,,36111,0,0,1426,88592,52834,105449401883413,146000,105449401737413,5373560,5180226,47334,105449401890876,offline_replay_rms_02,offline_replay,2
53,44052,44180,89593701126826,89594313740914,212.75471414,213.367328228,True,[],rms,1.2747695377144315,1.0307412194960368,0,NORMAL,,36667,0,0,1518,97112,52759,105450020098593,154537,105450019944056,5365379,5160435,50407,105450020105371,offline_replay_rms_02,offline_replay,2
54,44180,44308,89594319333189,89594932051407,213.372920503,213.985638721,True,[],rms,1.2747695377144315,1.090921686504921,0,NORMAL,,37629,0,0,1446,89592,54611,105450638511774,149259,105450638362515,5468067,5269085,49723,105450638518996,offline_replay_rms_02,offline_replay,2
55,44308,44436,89594937674480,89595550776794,213.991261794,214.604364108,True,[],rms,1.2747695377144315,1.006125369506684,0,NORMAL,,32963,0,0,1537,86204,47797,105451257215417,138056,105451257077361,5446323,5223619,84648,105451257222046,offline_replay_rms_02,offline_replay,2
56,44436,44564,89595554465878,89596168137344,214.608053192,215.221724658,True,[],rms,1.2747695377144315,1.0326503743249904,0,NORMAL,,32037,0,0,1463,80926,47019,105451874481021,131815,105451874349206,5351377,5172747,46815,105451874487484,offline_replay_rms_02,offline_replay,2
57,44564,44692,89596173737014,89596785982736,215.227324328,215.83957005,True,[],rms,1.2747695377144315,0.9964258083482431,0,NORMAL,,39463,0,0,1519,96981,56426,105452492447532,157907,105452492289625,5472496,5241829,72760,105452492455254,offline_replay_rms_02,offline_replay,2
58,44692,44820,89596791593983,89597404021535,215.845181297,216.457608849,True,[],rms,1.2747695377144315,1.0636463154589098,0,NORMAL,,36408,0,0,1666,87945,52556,105453110371246,145019,105453110226227,5357411,5165226,47166,105453110378857,offline_replay_rms_02,offline_replay,2
59,44820,44948,89597409612023,89598021413139,216.463199337,217.075000453,True,[],rms,1.2747695377144315,1.0310129515943858,0,NORMAL,,38926,0,0,1518,91630,55704,105453727919941,151630,105453727768311,5514502,5317428,45444,105453727927144,offline_replay_rms_02,offline_replay,2
60,44948,45076,89598027001704,89598639894268,217.080589018,217.693481582,True,[],rms,1.2747695377144315,1.0341595534015429,0,NORMAL,,39185,0,0,1741,94000,56297,105454346438691,155186,105454346283505,5552123,5353326,43611,105454346446302,offline_replay_rms_02,offline_replay,2
61,45076,45204,89598645495448,89599259226949,217.699082762,218.312814263,True,[],rms,1.2747695377144315,1.0008773175619254,0,NORMAL,,39445,0,0,1684,94888,56704,105454965953403,156370,105454965797033,5734154,5496709,81075,105454965960477,offline_replay_rms_02,offline_replay,2
62,45204,45332,89599262913539,89599876913068,218.316500853,218.930500382,True,[],rms,1.2747695377144315,0.9910910886469682,0,NORMAL,,41555,0,0,1686,96796,59074,105455583684558,160555,105455583524003,5779190,5539042,79593,105455583691910,offline_replay_rms_02,offline_replay,2
63,45332,45460,89599880600660,89600493624660,218.934187974,219.547211974,True,[],rms,1.2747695377144315,1.0108356317429903,0,NORMAL,,39685,0,0,1463,95204,56685,105456200163490,156722,105456200006768,5546530,5331345,58463,105456200170601,offline_replay_rms_02,offline_replay,2
64,45460,45588,89600499256087,89601111801356,219.552843401,220.16538867,True,[],rms,1.2747695377144315,1.0158797762638758,0,NORMAL,,35314,0,0,1556,86222,50388,105456818183199,141018,105456818042181,5389543,5205173,43352,105456818189699,offline_replay_rms_02,offline_replay,2
65,45588,45716,89601117401432,89601730036476,220.170988746,220.78362379,True,[],rms,1.2747695377144315,0.9784529204103353,0,NORMAL,,32685,0,0,1370,82815,47296,105457436466853,134056,105457436332797,5438077,5261077,42944,105457436472871,offline_replay_rms_02,offline_replay,2
66,45716,45844,89601735641314,89602348739801,220.789228628,221.402327115,True,[],rms,1.2747695377144315,0.9717902013833797,0,NORMAL,,37093,0,0,1777,90074,52926,105458055258968,147574,105458055111394,5526867,5299626,79667,105458055265968,offline_replay_rms_02,offline_replay,2
67,45844,45972,89602352419454,89602966263524,221.406006768,222.019850838,True,[],rms,1.2747695377144315,0.9689503009822535,0,NORMAL,,35537,0,0,1482,86075,50444,105458672750323,140926,105458672609397,5494499,5309129,44444,105458672756416,offline_replay_rms_02,offline_replay,2
68,45972,46100,89602971878773,89603584783680,222.025466087,222.638370994,True,[],rms,1.2747695377144315,1.0361243984418378,0,NORMAL,,34833,0,0,1574,88574,49703,105459291317974,142592,105459291175382,5541994,5319883,79519,105459291324993,offline_replay_rms_02,offline_replay,2
69,46100,46228,89603588473484,89604203260558,222.642060798,223.256847872,True,[],rms,1.2747695377144315,0.969614418152138,0,NORMAL,,36240,0,0,1575,88259,51408,105459909911125,143926,105459909767199,5658267,5419655,94686,105459909917643,offline_replay_rms_02,offline_replay,2
70,46228,46356,89604206941862,89604819648055,223.260529176,223.873235369,True,[],rms,1.2747695377144315,0.9750587211613726,0,NORMAL,,38815,0,0,1297,90982,55001,105460526252459,150871,105460526101588,5612104,5413511,47722,105460526259699,offline_replay_rms_02,offline_replay,2
71,46356,46484,89604825252959,89605438494577,223.878840273,224.492081891,True,[],rms,1.2747695377144315,0.9999408257426503,0,NORMAL,,37481,0,0,1668,90166,53444,105461145126848,148296,105461144978552,5639971,5445397,46278,105461145133329,offline_replay_rms_02,offline_replay,2
72,46484,46612,89605444096961,89606057172557,224.497684275,225.110759871,True,[],rms,1.2747695377144315,0.994638696731142,0,NORMAL,,35259,0,0,1389,85759,49408,105461763645163,139334,105461763505829,5480306,5263046,77926,105461763651126,offline_replay_rms_02,offline_replay,2
73,46612,46740,89606060848588,89606675342864,225.114435902,225.728930178,True,[],rms,1.2747695377144315,0.9908447579399545,0,NORMAL,,37148,0,0,1296,89889,52185,105462381838976,146703,105462381692273,5503812,5279035,78074,105462381845365,offline_replay_rms_02,offline_replay,2
74,46740,46868,89606679029823,89607291974231,225.732617137,226.345561545,True,[],rms,1.2747695377144315,0.9872060037446677,0,NORMAL,,37722,0,0,1278,92685,53296,105462998437881,150833,105462998287048,5471350,5275572,44945,105462998444511,offline_replay_rms_02,offline_replay,2
75,46868,46996,89607297629028,89607910241514,226.351216342,226.963828828,True,[],rms,1.2747695377144315,1.0000313425155392,0,NORMAL,,32926,0,0,1481,83667,47222,105463616676897,134926,105463616541971,5443083,5269379,38778,105463616682860,offline_replay_rms_02,offline_replay,2
76,46996,47124,89607915844390,89608527930863,226.969431704,227.581518177,True,[],rms,1.2747695377144315,0.9459376642596671,0,NORMAL,,37889,0,0,1426,94426,53926,105464234729153,153352,105464234575801,5805990,5605953,46685,105464234735949,offline_replay_rms_02,offline_replay,2
77,47124,47252,89608533697425,89609145915691,227.587284739,228.199503005,True,[],rms,1.2747695377144315,0.9795263178999392,0,NORMAL,,37611,0,0,1426,94611,53000,105464852573982,151778,105464852422204,5665991,5470287,43926,105464852580185,offline_replay_rms_02,offline_replay,2
78,47252,47380,89609151535755,89609764289483,228.205123069,228.817876797,True,[],rms,1.2747695377144315,0.9905507045649758,0,NORMAL,,39907,0,0,1426,93926,56741,105465471197588,155741,105465471041847,5915805,5676916,83148,105465471204755,offline_replay_rms_02,offline_replay,2
79,47380,47508,89609769899050,89610383144490,228.823486364,229.436731804,True,[],rms,1.2747695377144315,0.9610784736276835,0,NORMAL,,37463,0,0,1445,91519,53593,105466089801231,149630,105466089651601,5664441,5434329,80482,105466089807786,offline_replay_rms_02,offline_replay,2
80,47508,47636,89610386904750,89611001256716,229.440492064,230.05484403,True,[],rms,1.2747695377144315,1.0178366574268067,0,NORMAL,,33203,0,0,1390,81278,46685,105466707661483,132018,105466707529465,5412467,5202078,78371,105466707667669,offline_replay_rms_02,offline_replay,2
81,47636,47764,89611004947942,89611619413273,230.058535256,230.673000587,True,[],rms,1.2747695377144315,1.0092125102483964,0,NORMAL,,40037,0,0,1629,95889,56611,105467326283495,157315,105467326126180,5877922,5633681,86926,105467326290032,offline_replay_rms_02,offline_replay,2
82,47764,47892,89611623094261,89612235758707,230.676681575,231.289346021,True,[],rms,1.2747695377144315,0.9780013575074555,0,NORMAL,,37445,0,0,1462,95500,53223,105467942388338,153297,105467942235041,5637331,5438127,45907,105467942395041,offline_replay_rms_02,offline_replay,2
83,47892,48020,89612241360910,89612855330242,231.294948224,231.908917556,True,[],rms,1.2747695377144315,0.9711787568064405,0,NORMAL,,34315,0,0,1426,84741,48260,105468561737978,136815,105468561601163,5415436,5201028,77593,105468561743681,offline_replay_rms_02,offline_replay,2
84,48020,48148,89612859044583,89613473157964,231.912631897,232.526745278,True,[],rms,1.2747695377144315,1.0620495205542069,0,NORMAL,,32537,0,0,1501,78167,46352,105469179537042,128463,105469179408579,5386778,5182111,76204,105469179543042,offline_replay_rms_02,offline_replay,2
85,48148,48276,89613476794438,89614091164332,232.530381752,233.144751646,True,[],rms,1.2747695377144315,1.0033681505258516,0,NORMAL,,33759,0,0,1444,85055,48055,105469797546198,137166,105469797409032,5389566,5173251,79149,105469797552291,offline_replay_rms_02,offline_replay,2
86,48276,48404,89614094800750,89614708218813,233.148388064,233.761806127,True,[],rms,1.2747695377144315,0.9647509910342632,0,NORMAL,,36741,0,0,1426,87981,52797,105470414603428,145241,105470414458187,5392315,5199018,48056,105470414610465,offline_replay_rms_02,offline_replay,2
87,48404,48532,89614713721933,89615327136386,233.767309247,234.3807237,True,[],rms,1.2747695377144315,0.9979238948944861,0,NORMAL,,38833,0,0,1408,90574,55056,105471033724305,150426,105471033573879,5595619,5356452,88741,105471033730750,offline_replay_rms_02,offline_replay,2
